control,control_window_gain,feature_mode,fold,real_window_gain,representation,target,threshold,window_name,window_seconds,window_specific_gain
shuffled,0.007581954119217249,cortical_pca_64,grouped_2,0.03903987396809133,last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.03145791984887408
random,0.014271384248781549,cortical_pca_64,grouped_2,0.03903987396809133,last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.024768489719309783
timestamp,-0.02695091449352524,cortical_pca_64,grouped_2,0.03903987396809133,last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.06599078846161657
video_time,-0.028668729569064647,cortical_pca_64,grouped_2,0.03903987396809133,last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.06770860353715598
ar,0.01357042363329014,cortical_pca_64,grouped_2,0.04035534111883421,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.02678491748554407
shuffled,-0.001927808424126154,cortical_pca_64,grouped_2,0.04035534111883421,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.04228314954296036
random,0.004657041507362181,cortical_pca_64,grouped_2,0.04035534111883421,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.03569829961147203
timestamp,-0.02695091449352524,cortical_pca_64,grouped_2,0.04035534111883421,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.06730625561235945
video_time,-0.028668729569064647,cortical_pca_64,grouped_2,0.04035534111883421,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_3s,3.0,0.06902407068789886
ar,0.00262177358118193,cortical_pca_64,grouped_2,0.016175049231417327,last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.013553275650235397
shuffled,-0.007301350459544165,cortical_pca_64,grouped_2,0.016175049231417327,last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.02347639969096149
random,-0.0067726542894494535,cortical_pca_64,grouped_2,0.016175049231417327,last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.02294770352086678
timestamp,-0.04260914349388417,cortical_pca_64,grouped_2,0.016175049231417327,last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.0587841927253015
video_time,-0.033583834788080774,cortical_pca_64,grouped_2,0.016175049231417327,last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.0497588840194981
ar,0.00262177358118193,cortical_pca_64,grouped_2,0.022459716543697328,mean,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.019837942962515398
shuffled,-0.004487743639381758,cortical_pca_64,grouped_2,0.022459716543697328,mean,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.026947460183079086
random,0.0009438639189509601,cortical_pca_64,grouped_2,0.022459716543697328,mean,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.021515852624746368
timestamp,-0.04260914349388417,cortical_pca_64,grouped_2,0.022459716543697328,mean,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.0650688600375815
video_time,-0.033583834788080774,cortical_pca_64,grouped_2,0.022459716543697328,mean,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.0560435513317781
ar,0.00262177358118193,cortical_pca_64,grouped_2,0.019117799936824054,slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.016496026355642124
shuffled,-0.006531507120011326,cortical_pca_64,grouped_2,0.019117799936824054,slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.02564930705683538
random,0.0033363349405530207,cortical_pca_64,grouped_2,0.019117799936824054,slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.015781464996271033
timestamp,-0.04260914349388417,cortical_pca_64,grouped_2,0.019117799936824054,slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.061726943430708225
video_time,-0.033583834788080774,cortical_pca_64,grouped_2,0.019117799936824054,slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.05270163472490483
ar,0.00262177358118193,cortical_pca_64,grouped_2,0.029543320707362875,mean_last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.026921547126180945
shuffled,-0.005299060597729055,cortical_pca_64,grouped_2,0.029543320707362875,mean_last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.03484238130509193
random,0.004820195118153514,cortical_pca_64,grouped_2,0.029543320707362875,mean_last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.02472312558920936
timestamp,-0.04260914349388417,cortical_pca_64,grouped_2,0.029543320707362875,mean_last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.07215246420124705
video_time,-0.033583834788080774,cortical_pca_64,grouped_2,0.029543320707362875,mean_last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.06312715549544365
ar,0.00262177358118193,cortical_pca_64,grouped_2,0.03106749927748015,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.02844572569629822
shuffled,-0.0013826547023056412,cortical_pca_64,grouped_2,0.03106749927748015,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.03245015397978579
random,0.0079926832514991,cortical_pca_64,grouped_2,0.03106749927748015,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.02307481602598105
timestamp,-0.04260914349388417,cortical_pca_64,grouped_2,0.03106749927748015,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.07367664277136432
video_time,-0.033583834788080774,cortical_pca_64,grouped_2,0.03106749927748015,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.06465133406556092
ar,0.00262177358118193,cortical_pca_64,grouped_2,0.02539741813767804,last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.02277564455649611
shuffled,-0.009773961504248418,cortical_pca_64,grouped_2,0.02539741813767804,last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.03517137964192646
random,0.007708127549585275,cortical_pca_64,grouped_2,0.02539741813767804,last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.017689290588092765
timestamp,-0.04260914349388417,cortical_pca_64,grouped_2,0.02539741813767804,last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.06800656163156221
video_time,-0.033583834788080774,cortical_pca_64,grouped_2,0.02539741813767804,last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.058981252925758815
ar,0.00262177358118193,cortical_pca_64,grouped_2,0.029168567032604065,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.026546793451422135
shuffled,-0.014401213813118208,cortical_pca_64,grouped_2,0.029168567032604065,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.04356978084572227
random,-0.0073957154894875865,cortical_pca_64,grouped_2,0.029168567032604065,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.03656428252209165
timestamp,-0.04260914349388417,cortical_pca_64,grouped_2,0.029168567032604065,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.07177771052648824
video_time,-0.033583834788080774,cortical_pca_64,grouped_2,0.029168567032604065,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.06275240182068484
ar,-0.009097171632496681,cortical_pca_64,grouped_2,0.008958254700719093,last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.018055426333215774
shuffled,-0.01843408474980257,cortical_pca_64,grouped_2,0.008958254700719093,last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.027392339450521663
random,-0.00023529547078382507,cortical_pca_64,grouped_2,0.008958254700719093,last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.009193550171502918
timestamp,-0.04729385164953488,cortical_pca_64,grouped_2,0.008958254700719093,last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.056252106350253975
video_time,-0.03565793117064388,cortical_pca_64,grouped_2,0.008958254700719093,last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.04461618587136297
ar,-0.009097171632496681,cortical_pca_64,grouped_2,0.0146184660648091,mean,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.02371563769730578
shuffled,-0.015813011889140693,cortical_pca_64,grouped_2,0.0146184660648091,mean,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.030431477953949793
random,-0.008104629312129519,cortical_pca_64,grouped_2,0.0146184660648091,mean,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.022723095376938618
timestamp,-0.04729385164953488,cortical_pca_64,grouped_2,0.0146184660648091,mean,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.06191231771434398
video_time,-0.03565793117064388,cortical_pca_64,grouped_2,0.0146184660648091,mean,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.05027639723545298
ar,-0.009097171632496681,cortical_pca_64,grouped_2,0.01398054805608695,slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.02307771968858363
shuffled,-0.016029462192484578,cortical_pca_64,grouped_2,0.01398054805608695,slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.030010010248571528
random,-0.0022906039016035162,cortical_pca_64,grouped_2,0.01398054805608695,slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.016271151957690466
timestamp,-0.04729385164953488,cortical_pca_64,grouped_2,0.01398054805608695,slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.06127439970562183
video_time,-0.03565793117064388,cortical_pca_64,grouped_2,0.01398054805608695,slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.04963847922673083
ar,-0.009097171632496681,cortical_pca_64,grouped_2,0.02410278403365429,mean_last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.03319995566615097
shuffled,-0.019537610533020777,cortical_pca_64,grouped_2,0.02410278403365429,mean_last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.04364039456667507
random,-0.011183021692036998,cortical_pca_64,grouped_2,0.02410278403365429,mean_last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.03528580572569129
timestamp,-0.04729385164953488,cortical_pca_64,grouped_2,0.02410278403365429,mean_last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.07139663568318917
video_time,-0.03565793117064388,cortical_pca_64,grouped_2,0.02410278403365429,mean_last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.05976071520429817
ar,-0.009097171632496681,cortical_pca_64,grouped_2,0.025763942481873525,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.034861114114370206
shuffled,-0.01771981310379178,cortical_pca_64,grouped_2,0.025763942481873525,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.04348375558566531
random,-0.013127961428271995,cortical_pca_64,grouped_2,0.025763942481873525,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.03889190391014552
timestamp,-0.04729385164953488,cortical_pca_64,grouped_2,0.025763942481873525,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.07305779413140841
video_time,-0.03565793117064388,cortical_pca_64,grouped_2,0.025763942481873525,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.0614218736525174
ar,-0.009097171632496681,cortical_pca_64,grouped_2,0.0201364677661916,last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.029233639398688283
shuffled,-0.030654843215310312,cortical_pca_64,grouped_2,0.0201364677661916,last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.050791310981501914
random,-0.010024726172020215,cortical_pca_64,grouped_2,0.0201364677661916,last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.030161193938211817
timestamp,-0.04729385164953488,cortical_pca_64,grouped_2,0.0201364677661916,last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.06743031941572648
video_time,-0.03565793117064388,cortical_pca_64,grouped_2,0.0201364677661916,last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.05579439893683548
ar,-0.009097171632496681,cortical_pca_64,grouped_2,0.024233117437665985,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.033330289070162666
shuffled,-0.030606544373004863,cortical_pca_64,grouped_2,0.024233117437665985,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.05483966181067085
random,-0.008392968466004014,cortical_pca_64,grouped_2,0.024233117437665985,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.03262608590367
timestamp,-0.04729385164953488,cortical_pca_64,grouped_2,0.024233117437665985,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.07152696908720087
video_time,-0.03565793117064388,cortical_pca_64,grouped_2,0.024233117437665985,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.05989104860830986
ar,0.021374876985676028,cortical_pca_64,grouped_2,0.03571551074057894,mean_std_last_slope,arousal__future_spike_1_3s,0.075,symmetric_2s,4.0,0.01434063375490291
shuffled,0.014087161158982786,cortical_pca_64,grouped_2,0.03571551074057894,mean_std_last_slope,arousal__future_spike_1_3s,0.075,symmetric_2s,4.0,0.02162834958159615
random,0.011592298131877954,cortical_pca_64,grouped_2,0.03571551074057894,mean_std_last_slope,arousal__future_spike_1_3s,0.075,symmetric_2s,4.0,0.024123212608700983
timestamp,-0.008953383761357764,cortical_pca_64,grouped_2,0.03571551074057894,mean_std_last_slope,arousal__future_spike_1_3s,0.075,symmetric_2s,4.0,0.0446688945019367
video_time,-0.017713933266853416,cortical_pca_64,grouped_2,0.03571551074057894,mean_std_last_slope,arousal__future_spike_1_3s,0.075,symmetric_2s,4.0,0.05342944400743235
ar,0.027113498529672486,cortical_pca_64,grouped_3,0.018455269499588478,last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.008658229030084008
shuffled,0.025290581122819844,cortical_pca_64,grouped_3,0.018455269499588478,last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.006835311623231366
random,0.029857576618699422,cortical_pca_64,grouped_3,0.018455269499588478,last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.011402307119110944
timestamp,-0.00783755611473183,cortical_pca_64,grouped_3,0.018455269499588478,last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.02629282561432031
video_time,-0.007817498380783133,cortical_pca_64,grouped_3,0.018455269499588478,last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.02627276788037161
ar,0.027113498529672486,cortical_pca_64,grouped_3,0.02022671942701587,mean,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.006886779102656615
shuffled,0.027468582987932255,cortical_pca_64,grouped_3,0.02022671942701587,mean,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.007241863560916384
random,0.022686496739288242,cortical_pca_64,grouped_3,0.02022671942701587,mean,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.002459777312272371
timestamp,-0.00783755611473183,cortical_pca_64,grouped_3,0.02022671942701587,mean,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.028064275541747702
video_time,-0.007817498380783133,cortical_pca_64,grouped_3,0.02022671942701587,mean,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.028044217807799005
ar,0.027113498529672486,cortical_pca_64,grouped_3,0.02613023574086948,slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.0009832627888030077
shuffled,0.026071990961250624,cortical_pca_64,grouped_3,0.02613023574086948,slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,5.824477961885455e-05
random,0.025743922259572893,cortical_pca_64,grouped_3,0.02613023574086948,slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.00038631348129658516
timestamp,-0.00783755611473183,cortical_pca_64,grouped_3,0.02613023574086948,slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.03396779185560131
video_time,-0.007817498380783133,cortical_pca_64,grouped_3,0.02613023574086948,slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.03394773412165261
ar,0.027113498529672486,cortical_pca_64,grouped_3,0.02512643944456988,mean_last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.001987059085102605
shuffled,0.022746516167018782,cortical_pca_64,grouped_3,0.02512643944456988,mean_last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.0023799232775510992
random,0.022497673946414054,cortical_pca_64,grouped_3,0.02512643944456988,mean_last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.0026287654981558273
timestamp,-0.00783755611473183,cortical_pca_64,grouped_3,0.02512643944456988,mean_last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.03296399555930171
video_time,-0.007817498380783133,cortical_pca_64,grouped_3,0.02512643944456988,mean_last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.032943937825353015
ar,0.027113498529672486,cortical_pca_64,grouped_3,0.025050219203974877,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.002063279325697609
shuffled,0.021124158672093662,cortical_pca_64,grouped_3,0.025050219203974877,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.003926060531881215
random,0.0257871175121534,cortical_pca_64,grouped_3,0.025050219203974877,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.0007368983081785241
timestamp,-0.00783755611473183,cortical_pca_64,grouped_3,0.025050219203974877,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.03288777531870671
video_time,-0.007817498380783133,cortical_pca_64,grouped_3,0.025050219203974877,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.03286771758475801
ar,0.027113498529672486,cortical_pca_64,grouped_3,0.025064708264765423,last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.0020487902649070633
shuffled,0.022504422884221387,cortical_pca_64,grouped_3,0.025064708264765423,last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.002560285380544036
random,0.014410021523737437,cortical_pca_64,grouped_3,0.025064708264765423,last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.010654686741027986
timestamp,-0.00783755611473183,cortical_pca_64,grouped_3,0.025064708264765423,last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.032902264379497254
video_time,-0.007817498380783133,cortical_pca_64,grouped_3,0.025064708264765423,last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.032882206645548556
