accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std,feature_mode,mask,model,n_neg_mean,n_pos,negative_ratio,pr_auc_mean,pr_auc_std,precision_mean,precision_std,recall_mean,recall_std,seed_count,split,target,task_type,threshold
0.5385057471264367,0.010902722816193262,0.5385057471264367,0.010902722816193264,0.6533752890001403,0.005357306313047746,cortical_fast_default,balanced_event_vs_stable,shuffled,261.0,261.0,1:1,0.5536724363837753,0.013196055692767002,0.523252207330911,0.006876736087828667,0.8697318007662836,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.5411877394636015,0.012685695885933566,0.5411877394636015,0.01268569588593356,0.6557031020564217,0.006268711162706431,cortical_fast_default,balanced_event_vs_stable,random,261.0,261.0,1:1,0.5532056292467002,0.01306002136743888,0.5248637994303768,0.008053918757962552,0.8735632183908045,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.5,0.0,0.5,0.0,,,cortical_fast_default,balanced_event_vs_stable,majority,261.0,261.0,1:1,,,,,0.0,0.0,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.43020434227330784,0.010298803378735953,0.5362547892720305,0.007724102534051962,0.4999569322118623,0.004536182742065018,cortical_fast_default,balanced_event_vs_stable,ar,522.0,261.0,1:2,0.38770832964905305,0.015283269381143294,0.35338129481684677,0.004539866798855547,0.8544061302681992,0.0,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.38052362707535126,0.009586841871994637,0.5191091954022989,0.007190131403995982,0.5015457220563764,0.0038720937653119025,cortical_fast_default,balanced_event_vs_stable,real,522.0,261.0,1:2,0.39375100270959573,0.015102982935221448,0.34271069199866616,0.0036168673322124947,0.9348659003831417,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.4294380587484036,0.010484021680085916,0.5395114942528736,0.007863016260064436,0.5040664406152937,0.004610676815717831,cortical_fast_default,balanced_event_vs_stable,shuffled,522.0,261.0,1:2,0.38832483437331183,0.015176339956832458,0.3548848367912253,0.004577845407698731,0.8697318007662836,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.434227330779055,0.010096671967331985,0.5440613026819923,0.007572503975498998,0.5072695433941691,0.004467894864840021,cortical_fast_default,balanced_event_vs_stable,random,522.0,261.0,1:2,0.38748513140543417,0.015226732618598426,0.3574217728845798,0.004439283440598773,0.8735632183908045,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.6666666666666665,1.1102230246251565e-16,0.5,0.0,,,cortical_fast_default,balanced_event_vs_stable,majority,522.0,261.0,1:2,,,,,0.0,0.0,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.373132183908046,0.007253652505467327,0.5335568326947638,0.004835768336978217,0.40530800384508237,0.0027986611654765943,cortical_fast_default,balanced_event_vs_stable,ar,783.0,261.0,1:3,0.2992645965382289,0.006953226617503837,0.26567184507046954,0.0024075184881661798,0.8544061302681992,0.0,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.3066570881226053,0.006261137519971527,0.5160600255427842,0.004174091679981011,0.4027018267611978,0.0021737731846377165,cortical_fast_default,balanced_event_vs_stable,real,783.0,261.0,1:3,0.3035874046759407,0.007924298453294142,0.2566246438069726,0.0017659064297430613,0.9348659003831417,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.3680555555555556,0.0073566398698016455,0.5352809706257983,0.004904426579867771,0.40765123966410755,0.0028083492807741864,cortical_fast_default,balanced_event_vs_stable,shuffled,783.0,261.0,1:3,0.30011180631159023,0.007085811327777291,0.26621916279958324,0.0023947344358314004,0.8697318007662836,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.37490421455938694,0.007221485373552017,0.5411238825031928,0.0048143235823680155,0.41134863865150156,0.002798892840382043,cortical_fast_default,balanced_event_vs_stable,random,783.0,261.0,1:3,0.29911299464238233,0.006964086437273627,0.2690161067530516,0.0023945539591548382,0.8735632183908045,1.1102230246251565e-16,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.75,0.0,0.5,0.0,,,cortical_fast_default,balanced_event_vs_stable,majority,783.0,261.0,1:3,,,,,0.0,0.0,20,blocked,arousal__future_spike_1_3s,classification,0.1
0.54647406733394,0.005263140872691193,0.54647406733394,0.005263140872691184,0.6612739429488038,0.002595294437888988,cortical_fast_default,balanced_event_vs_stable,ar,1099.0,1099.0,1:1,0.5918961624968113,0.0069338451456434835,0.5277209122776013,0.0033025573984861965,0.8853503184713377,1.1102230246251565e-16,20,blocked,arousal__future_change_p1s_movement,classification,0.03
0.5441310282074612,0.005019004684448257,0.5441310282074612,0.005019004684448264,0.6601177862772024,0.002468700554026392,cortical_fast_default,balanced_event_vs_stable,real,1099.0,1099.0,1:1,0.595604358080078,0.0069772474753037874,0.5262491092699666,0.003136728696045001,0.8853503184713377,1.1102230246251565e-16,20,blocked,arousal__future_change_p1s_movement,classification,0.03
0.5465423111919928,0.0045928336174330285,0.5465423111919928,0.004592833617433015,0.6644975147365415,0.002255284245055792,cortical_fast_default,balanced_event_vs_stable,shuffled,1099.0,1099.0,1:1,0.5932878594021019,0.007038992173047805,0.5273434075976383,0.0028386745293778573,0.8980891719745223,0.0,20,blocked,arousal__future_change_p1s_movement,classification,0.03
0.5478389444949954,0.004364466094682621,0.5478389444949954,0.004364466094682619,0.6584603460264152,0.002172202712129896,cortical_fast_default,balanced_event_vs_stable,random,1099.0,1099.0,1:1,0.5960414021935516,0.0070537819455924996,0.5290481898019945,0.0028057040625356173,0.8717015468607826,1.1102230246251565e-16,20,blocked,arousal__future_change_p1s_movement,classification,0.03
0.5,0.0,0.5,0.0,,,cortical_fast_default,balanced_event_vs_stable,majority,1099.0,1099.0,1:1,,,,,0.0,0.0,20,blocked,arousal__future_change_p1s_movement,classification,0.03
0.43456172277828325,0.0020093309513937374,0.5472588717015469,0.0015069982135452972,0.5107291914646053,0.0008908710951587219,cortical_fast_default,balanced_event_vs_stable,ar,2198.0,1099.0,1:2,0.42680777259895547,0.0028995303731342934,0.358877210044788,0.0008809065601208715,0.8853503184713377,1.1102230246251565e-16,20,blocked,arousal__future_change_p1s_movement,classification,0.03
0.43128601759175006,0.0018235605404826362,0.5448020928116469,0.0013676704053619709,0.5092853591341212,0.000801947833900296,cortical_fast_default,balanced_event_vs_stable,real,2198.0,1099.0,1:2,0.4312977123515161,0.002925522243303105,0.3574529313719146,0.0007903607850909913,0.8853503184713377,1.1102230246251565e-16,20,blocked,arousal__future_change_p1s_movement,classification,0.03
